cliente_id,idade,sexo,tempo_contrato_meses,servico_internet,tipo_contrato,valor_mensal,total_gasto,num_servicos,dependentes,fatura_online,seguro_dispositivo,suporte_tecnico,churn
C1832,34,Masculino,32,Fibra,Anual,31.06,1068.32,1,Sim,Não,Não,Não,Sim
C1833,78,Masculino,36,Fibra,Anual,23.56,792.35,3,Não,Sim,Sim,,Não
C1834,55,Feminino,60,Fibra,Mensal,119.43,7059.56,1,Não,Sim,Não,Não,Não
C1835,24,Feminino,11,DSL,Mensal,43.27,446.19,4,Não,Sim,Sim,Não,Sim
C1836,63,Feminino,63,DSL,Mensal,25.38,1686.34,3,Não,Sim,Não,Não,Não
C1837,30,Masculino,21,DSL,Anual,38.99,814.59,1,Sim,Sim,Sim,Não,Sim
C1838,57,Feminino,52,Fibra,Mensal,23.9,1205.8,3,Não,Não,Não,Não,Não
C1839,59,Feminino,55,Não tem,Mensal,59.18,3164.48,1,Não,Sim,Não,Sim,Não
C1840,26,Masculino,26,DSL,Anual,100.24,2789.83,2,Sim,Não,Não,Sim,Sim
C1841,67,Feminino,68,Fibra,Anual,54.12,3719.74,1,Não,Não,Não,Sim,Não
C1842,44,Feminino,34,DSL,Bianual,64.42,2285.72,3,Sim,Não,Não,Não,Sim
C1843,75,Masculino,52,Fibra,Mensal,87.56,4914.67,4,Não,Sim,Sim,Sim,Sim
C1844,19,Masculino,52,Fibra,Anual,70.89,3982.47,4,Sim,Não,Não,Sim,Não
C1845,22,Masculino,29,Não tem,Mensal,106.14,2972.49,4,Não,Sim,Não,Não,Não
C1846,46,Feminino,38,Fibra,Mensal,106.6,4417.36,1,Não,Sim,Não,Sim,Sim
C1847,54,Feminino,42,Fibra,Mensal,20.99,797.81,2,Não,Sim,Sim,Sim,Não
C1848,55,Feminino,21,Não tem,Mensal,97.8,2003.21,1,Não,Sim,,Sim,Não
C1849,36,Masculino,42,DSL,Mensal,66.07,2994.6,4,Não,Não,Não,Não,Não
C1850,25,Masculino,13,Fibra,Anual,118.88,1475.78,3,Sim,Sim,Não,Sim,Sim
C1851,65,Feminino,64,Fibra,Mensal,68.32,4174.04,4,Sim,Sim,Sim,Não,Não
C1852,62,Feminino,17,Fibra,Anual,118.69,1938.08,3,Não,Sim,Sim,Não,Não
C1853,18,Masculino,9,DSL,Mensal,95.46,878.44,2,Sim,Sim,Não,Não,Não
C1854,39,Masculino,41,Fibra,Mensal,44.86,1816.58,3,Não,Sim,Sim,Não,Não
C1855,69,Masculino,1,Fibra,Mensal,73.84,77.19,1,Não,Não,Não,Não,Não
C1856,34,Masculino,2,Não tem,Mensal,119.21,257.25,1,Não,Sim,Sim,Sim,Sim
C1857,24,Feminino,60,DSL,Mensal,105.75,6566.06,1,Não,Sim,Não,Sim,Não
C1858,42,Masculino,48,Fibra,Mensal,29.74,1343.14,3,Sim,Sim,Sim,Sim,Não
C1859,62,Feminino,29,DSL,Mensal,90.64,2856.03,1,Não,Sim,Não,,Não
C1860,21,Feminino,10,DSL,Mensal,54.56,519.9,1,Não,Sim,Não,Sim,Não
C1861,53,Feminino,58,Fibra,Mensal,20.7,1116.53,1,Não,Sim,,Sim,Não
C1862,23,Masculino,60,Fibra,Bianual,60.35,3324.05,2,Não,Não,Sim,Não,Não
C1863,77,Masculino,21,Não tem,Mensal,43.48,924.65,3,Sim,Sim,Sim,Não,Não
C1864,48,Masculino,28,Fibra,Anual,101.89,2632.54,3,Não,Sim,Não,Sim,Sim
C1865,36,Masculino,34,DSL,Anual,53.73,1694.84,4,Não,Sim,Não,Não,Não
C1866,78,Feminino,8,Fibra,Bianual,102.75,789.13,3,Não,Não,Não,Sim,Não
C1867,61,Masculino,59,Fibra,Anual,20.06,1131.86,2,Sim,Sim,Não,Sim,Não
C1868,71,Masculino,49,Fibra,Mensal,50.78,2540.09,3,Não,Sim,Não,Não,Não
C1869,56,Feminino,17,Fibra,Anual,44.12,797.55,2,Não,Não,,Sim,Não
C1870,44,Masculino,60,Fibra,Anual,43.36,2737.59,2,Sim,Sim,Sim,Sim,Não
C1871,27,Feminino,45,Fibra,Mensal,26.82,1149.57,3,Não,Sim,Sim,Não,Não
C1872,43,Feminino,69,Não tem,Mensal,38.71,2534.94,4,Não,Sim,Não,Não,Não
C1873,36,Feminino,32,Não tem,Mensal,75.55,2642.82,1,Não,Sim,Não,Não,Não
C1874,56,Feminino,44,DSL,Anual,49.14,1949.51,1,Não,Sim,Sim,Sim,Não
C1875,79,Feminino,65,Não tem,Anual,61.74,4317.87,3,Sim,Sim,Não,Não,Sim
C1876,20,Feminino,8,Fibra,Mensal,57.69,433.8,3,Não,Sim,Não,Não,Sim
C1877,62,Feminino,43,Não tem,Mensal,107.59,5040.23,2,Não,Sim,Não,Não,Não
C1878,30,Feminino,1,Fibra,Mensal,110.53,107.04,3,Não,Sim,Sim,Não,Sim
C1879,67,Masculino,51,Não tem,Mensal,69.3,3492.14,2,Não,Não,Sim,Não,Não
C1880,45,Masculino,24,Não tem,Bianual,53.02,1325.19,4,Não,Não,Não,Sim,Sim
C1881,79,Masculino,24,DSL,Mensal,30.68,749.23,3,Sim,Não,Não,Não,Não
C1882,75,Masculino,17,Não tem,Mensal,115.34,1889.38,1,Não,Sim,Não,Não,Sim
C1883,37,Feminino,5,DSL,Mensal,26.02,131.5,1,Não,Sim,Sim,Não,Não
C1884,45,Masculino,20,Fibra,Anual,49.77,1041.33,3,Não,Sim,Sim,Não,Não
C1885,25,Feminino,21,Fibra,Mensal,49.81,950.27,2,Não,Sim,Não,Não,Não
C1886,78,Masculino,58,DSL,Anual,52.04,2723.25,1,Não,Não,Não,,Não
C1887,58,Masculino,31,Fibra,Mensal,36.43,1119.86,2,Não,Sim,Não,Não,Não
C1888,56,Masculino,11,DSL,Mensal,98.32,1001.88,3,Sim,Sim,Não,Não,Não
C1889,18,Feminino,52,Não tem,Mensal,32.25,1732.12,3,Não,Sim,Sim,Não,Sim
C1890,20,Masculino,15,Fibra,Mensal,83.49,1180.73,1,Não,Sim,Não,Sim,Não
C1891,30,Feminino,7,DSL,Mensal,32.38,223.62,3,Não,Sim,Não,,Não
C1892,45,Feminino,28,Não tem,Bianual,27.05,711.6,4,Não,Sim,Sim,Não,Não
C1893,79,Masculino,51,Não tem,Anual,110.94,5712.8,4,Não,Sim,,Não,Sim
C1894,74,Masculino,58,Não tem,Bianual,39.01,2088.84,1,Não,Não,Sim,,Não
C1895,77,Masculino,5,DSL,Mensal,102.13,461.94,4,Não,Sim,Sim,Não,Sim
C1896,66,Feminino,5,Não tem,Bianual,74.46,338.88,2,Não,Não,Sim,Sim,Não
C1897,42,Masculino,8,DSL,Mensal,27.79,242.52,1,Não,Não,Sim,Sim,Não
C1898,73,Feminino,64,Fibra,Mensal,115.54,6865.53,1,Não,Sim,Sim,Não,Sim
C1899,50,Feminino,10,Fibra,Mensal,44.7,465.64,2,Não,Não,Não,Sim,Não
C1900,55,Masculino,38,DSL,Mensal,105.96,3678.53,4,Não,Sim,Não,Sim,Não
C1901,70,Masculino,8,Fibra,Anual,36.88,271.92,4,Não,Não,Não,Sim,Não
C1902,23,Feminino,25,DSL,Mensal,105.39,2639.43,4,Não,Sim,Sim,,Sim
C1903,75,Feminino,66,DSL,Mensal,21.32,1397.23,1,Não,Sim,Sim,Não,Não
C1904,61,Feminino,50,Fibra,Anual,71.18,3880.43,1,Sim,Sim,Não,Sim,Sim
C1905,62,Masculino,67,DSL,Mensal,96.94,7072.82,4,Sim,Sim,Sim,Não,Não
C1906,49,Feminino,49,DSL,Mensal,113.48,5871.47,3,Não,Não,Sim,Sim,Não
C1907,62,Masculino,36,Fibra,Mensal,110.92,4074.66,4,Não,Sim,Não,,Não
C1908,78,Feminino,68,Fibra,Anual,101.96,6870.83,2,Não,Sim,,Sim,Sim
C1909,64,Feminino,41,Fibra,Anual,108.82,4333.28,1,Não,Sim,Não,Não,Não
C1910,38,Masculino,62,Fibra,Mensal,39.92,2696.35,2,Sim,Não,Não,Não,Sim
C1911,33,Feminino,10,Não tem,Mensal,48.42,494.17,2,Não,Sim,Sim,,Não
C1912,71,Masculino,21,Fibra,Mensal,48.9,1043.14,1,Não,Sim,,Não,Sim
C1913,38,Masculino,36,DSL,Anual,57.71,1966.16,3,Não,Sim,Sim,Não,Não
C1914,28,Feminino,12,Fibra,Mensal,59.33,647.41,4,Não,Não,Não,Não,Sim
C1915,77,Masculino,2,Fibra,Mensal,74.46,162.18,2,Sim,Sim,Sim,Sim,Sim
C1916,54,Masculino,13,Não tem,Mensal,35.99,450.44,1,Sim,Sim,Não,Não,Sim
C1917,53,Feminino,53,DSL,Mensal,89.12,4669.13,2,Não,Sim,Sim,Não,Não
C1918,52,Masculino,32,Fibra,Mensal,36.76,1085.66,4,Não,Não,Não,Sim,Sim
C1919,36,Masculino,16,Fibra,Anual,51.03,871.5,3,Não,Sim,Não,Sim,Não
C1920,37,Masculino,32,Fibra,Mensal,70.33,2037.94,3,Sim,Sim,Não,Não,Não
C1921,74,Feminino,32,Fibra,Mensal,99.64,3401.46,3,Sim,Sim,Não,Não,Não
C1922,35,Masculino,11,DSL,Anual,93.95,959.1,1,Não,Não,Não,Não,Não
C1923,64,Feminino,10,Fibra,Anual,84.55,910.87,1,Não,Não,Não,Não,Sim
C1924,58,Feminino,15,Fibra,Mensal,35.58,558.23,3,Não,Sim,Não,Não,Não
C1925,66,Masculino,17,Fibra,Mensal,74.7,1184.73,4,Sim,Sim,Não,Sim,Sim
C1926,31,Masculino,40,Não tem,Mensal,28.74,1164.73,4,Não,Sim,Não,Sim,Não
C1927,32,Masculino,18,Não tem,Bianual,57.74,1000.38,1,Sim,Sim,Não,Não,Sim
C1928,48,Feminino,55,Fibra,Mensal,61.35,3157.11,3,Sim,Sim,Não,Não,Não
C1929,18,Masculino,25,DSL,Bianual,23.98,642.57,4,Não,Sim,Não,Sim,Não
C1930,70,Masculino,59,Fibra,Anual,47.4,2742.64,4,Sim,Sim,Não,Não,Não
C1931,71,Masculino,22,Fibra,Mensal,115.56,2490.73,4,Sim,Não,Não,Não,Sim
C1932,71,Masculino,30,DSL,Mensal,115.36,3232.31,1,Não,Sim,Não,Não,Não
C1933,20,Masculino,44,Não tem,Mensal,55.23,2373.29,3,Não,Sim,Sim,Não,Sim
C1934,33,Feminino,32,Não tem,Mensal,24.31,835.74,2,Não,Sim,Não,Não,Não
C1935,40,Feminino,51,DSL,Mensal,37.91,1880.48,3,Não,Sim,Não,Sim,Não
C1936,74,Masculino,46,Fibra,Anual,59.22,2970.16,3,Sim,Sim,Não,Não,Não
C1937,28,Masculino,21,DSL,Bianual,114.78,2625.53,1,Sim,Sim,Não,Não,Não
C1938,29,Masculino,32,Fibra,Mensal,34.12,1014.3,4,Não,Sim,Sim,Não,Não
C1939,27,Masculino,39,DSL,Anual,96.35,3515.14,4,Não,Não,Não,Não,Não
C1940,49,Feminino,12,Fibra,Mensal,30.87,397.31,1,Não,Não,Não,Não,Não
C1941,33,Masculino,47,DSL,Mensal,118.13,5433.03,1,Sim,Sim,Não,Sim,Não
C1942,25,Feminino,18,Fibra,Mensal,58.16,943.11,1,Não,Sim,Sim,,Não
C1943,55,Feminino,21,Fibra,Anual,97.52,1955.3,1,Sim,Sim,Não,,Sim
C1944,29,Masculino,13,Não tem,Bianual,54.26,719.15,1,Não,Sim,Não,Sim,Não
C1945,41,Feminino,21,Fibra,Anual,82.77,1842.21,2,Não,Sim,Sim,Sim,Não
C1946,45,Feminino,8,DSL,Mensal,39.2,290.61,3,Não,Não,Sim,Não,Sim
C1947,70,Feminino,46,Fibra,Mensal,34.6,1467.63,3,Não,Não,Sim,Não,Não
C1948,25,Feminino,7,Fibra,Mensal,113.81,863.92,3,Não,Não,Não,Sim,Não
C1949,75,Masculino,23,Fibra,Mensal,111.76,2699.59,4,Não,Sim,Sim,Não,Sim
C1950,45,Masculino,22,Fibra,Anual,108.75,2435.46,2,Não,Não,Sim,Não,Não
C1951,53,Feminino,22,Não tem,Anual,82.54,1913.64,3,Sim,Não,Não,Não,Não
C1952,43,Masculino,29,Fibra,Anual,100.83,2882.46,4,Não,Sim,Sim,Não,Não
C1953,25,Masculino,13,Não tem,Mensal,26.9,367.78,2,Sim,Sim,Sim,Não,Não
C1954,75,Masculino,2,DSL,Mensal,53.48,104.22,2,Não,Não,,Sim,Não
C1955,77,Masculino,29,Fibra,Mensal,51.37,1413.48,4,Não,Sim,Não,Sim,Sim
C1956,67,Masculino,52,DSL,Mensal,83.56,4544.14,2,Não,Sim,Não,Não,Não
C1957,45,Feminino,27,DSL,Mensal,55.6,1477.08,4,Não,Sim,Não,Não,Não
C1958,45,Masculino,50,DSL,Anual,34.85,1910.26,3,Sim,Sim,Não,Não,Não
C1959,54,Masculino,23,Fibra,Anual,79.65,1776.8,4,Não,Sim,Não,Não,Não
C1960,58,Masculino,44,Fibra,Mensal,101.44,4839.82,2,Não,Não,Sim,Não,Não
C1961,53,Masculino,22,Não tem,Mensal,58.21,1391.51,3,Não,Sim,Sim,Não,Não
C1962,44,Feminino,43,Não tem,Mensal,33.23,1355.12,3,Não,Sim,Não,Sim,Não
C1963,71,Feminino,37,Não tem,Mensal,39.67,1555.34,1,Não,Sim,Sim,Sim,Não
C1964,34,Feminino,61,Fibra,Anual,43.75,2633.03,1,Não,Sim,Não,Não,Não
C1965,26,Feminino,56,DSL,Mensal,49.99,3033.21,2,Sim,Sim,Não,Sim,Não
C1966,50,Masculino,3,Fibra,Mensal,84.28,250.32,4,Sim,Sim,Sim,Sim,Não
C1967,70,Feminino,63,Fibra,Mensal,80.09,5292.21,4,Não,Sim,,Não,Sim
C1968,37,Masculino,19,Fibra,Anual,89.61,1691.34,2,Não,Sim,Sim,Não,Não
C1969,30,Masculino,23,DSL,Mensal,56.25,1223.32,3,Não,Sim,,Não,Não
C1970,45,Masculino,29,Fibra,Mensal,102.4,2791.04,2,Não,Sim,Não,Sim,Não
C1971,65,Masculino,30,Fibra,Mensal,40.41,1194.22,2,Não,Sim,Não,Sim,Não
C1972,46,Masculino,39,Não tem,Anual,66.9,2742.42,3,Não,Sim,Sim,Sim,Não
C1973,30,Feminino,25,Fibra,Bianual,100.09,2554.83,4,Sim,Não,Não,Não,Sim
C1974,63,Feminino,8,Fibra,Mensal,38.02,315.63,2,Sim,Sim,Não,Sim,Não
C1975,52,Feminino,58,Fibra,Anual,30.99,1719.17,4,Não,Sim,Sim,Não,Não
C1976,78,Feminino,16,Não tem,Bianual,108.37,1727.48,2,Não,Sim,Não,Não,Sim
C1977,23,Masculino,1,DSL,Bianual,54.29,49.34,3,Não,Sim,Não,Não,Sim
C1978,35,Feminino,5,Fibra,Anual,88.39,470.02,3,Não,Não,Sim,Sim,Não
C1979,68,Masculino,3,Não tem,Anual,22.53,74.21,1,Sim,Sim,Não,Não,Não
C1980,22,Feminino,65,Não tem,Mensal,89.0,5677.26,3,Não,Sim,Sim,Não,Não
C1981,64,Masculino,4,Fibra,Anual,51.61,186.25,1,Sim,Sim,Não,Não,Não
C1982,42,Masculino,64,DSL,Mensal,25.57,1528.4,2,Não,Sim,Sim,Não,Não
C1983,19,Feminino,10,DSL,Anual,80.98,834.5,4,Não,Não,Não,Sim,Não
C1984,27,Masculino,21,DSL,Mensal,44.08,946.43,3,Não,Sim,Não,Não,Não
C1985,73,Masculino,46,Fibra,Anual,58.68,2854.69,3,Não,Sim,Não,Sim,Sim
C1986,47,Feminino,27,Não tem,Anual,28.06,720.33,3,Sim,Sim,Não,Sim,Não
C1987,67,Masculino,66,DSL,Mensal,34.72,2412.34,2,Não,Sim,Não,Sim,Não
C1988,76,Feminino,41,Fibra,Anual,49.8,2118.57,1,Não,Não,Não,Não,Não
C1989,62,Feminino,13,Fibra,Mensal,28.98,363.39,2,Não,Sim,Não,Não,Não
C1990,22,Feminino,9,Fibra,Anual,111.08,1008.82,4,Não,Sim,Não,Sim,Não
C1991,72,Masculino,36,Fibra,Mensal,20.6,689.28,2,Não,Sim,Não,,Sim
C1992,73,Masculino,58,DSL,Mensal,68.39,3928.99,4,Não,Sim,Não,Sim,Sim
C1993,50,Masculino,54,Fibra,Bianual,32.32,1878.34,3,Sim,Sim,Não,Não,Sim
C1994,71,Feminino,12,Fibra,Mensal,50.77,599.64,4,Não,Sim,Não,Sim,Sim
C1995,18,Masculino,14,DSL,Anual,112.61,1683.61,4,Sim,Sim,Não,Sim,Não
C1996,35,Feminino,34,Fibra,Mensal,36.17,1251.98,1,Não,Sim,Sim,Não,Sim
C1997,49,Feminino,53,Não tem,Mensal,116.58,5797.98,4,Não,Sim,Sim,Sim,Sim
C1998,64,Masculino,20,Fibra,Mensal,40.58,824.77,4,Não,Não,Sim,Não,Não
C1999,66,Feminino,16,Fibra,Mensal,94.16,1508.36,2,Não,Sim,Não,Sim,Não
